movie_id,title,genres,release_date,poster_link
506517,My Grandpa is an Alien,Adventure|Family|Science Fiction,2019-03-21,https://image.tmdb.org/t/p/original/bWXH1kEDlLkHmn2R0udaspgVQSJ.jpg
834347,Wired Shut,Horror|Thriller,2021-08-30,https://image.tmdb.org/t/p/original/6XN45BW4mICXrEIGdCC2WKlSy1.jpg
816741,Grey Eyes,Action|Science Fiction,2018-05-11,https://image.tmdb.org/t/p/original/5InVYa7CcbGioPvQ6ig4Lz4iLlR.jpg
976573,Elemental,Animation|Comedy|Family|Fantasy|Romance|Adventure,2023-06-14,https://image.tmdb.org/t/p/original/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg
670292,The Creator,Action|Adventure|Science Fiction,2023-09-27,https://image.tmdb.org/t/p/original/vBZ0qvaRxqEhZwl6LWmruJqWE8Z.jpg
101251,El Padrino II: Border Intrusion,Crime,2008-01-01,https://image.tmdb.org/t/p/original/yHtPjWgO3wCnY21qKL3NjbBbthx.jpg
615656,Meg 2: The Trench,Action|Science Fiction|Horror,2023-08-02,https://image.tmdb.org/t/p/original/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg
1008042,Talk to Me,Horror|Thriller,2023-07-26,https://image.tmdb.org/t/p/original/kdPMUMJzyYAc4roD52qavX0nLIC.jpg
845387,maboroshi,Animation|Drama|Romance|Fantasy,2023-09-15,https://image.tmdb.org/t/p/original/7kzoPEasqFZGPGHj1imsLtTM20k.jpg
491854,Foxtrot Six,Action|Science Fiction,2019-02-21,https://image.tmdb.org/t/p/original/o7c8FKCZFIrLKrZSzgqufvNo4mr.jpg
365620,Ferrari,Drama|History,2023-12-14,https://image.tmdb.org/t/p/original/xBFyJHvXCTgf9Vmq5uCnXRHrMQ4.jpg
926393,The Equalizer 3,Action|Thriller|Crime,2023-08-30,https://image.tmdb.org/t/p/original/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg
621587,Next Goal Wins,Comedy|Drama,2023-11-16,https://image.tmdb.org/t/p/original/xTQCL1zGugIck8MgvJ2lXSrxENR.jpg
298618,The Flash,Action|Adventure|Science Fiction,2023-06-13,https://image.tmdb.org/t/p/original/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg
671,Harry Potter and the Philosopher's Stone,Adventure|Fantasy,2001-11-16,https://image.tmdb.org/t/p/original/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg
980489,Gran Turismo,Adventure|Action|Drama,2023-08-09,https://image.tmdb.org/t/p/original/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg
634649,Spider-Man: No Way Home,Action|Adventure|Science Fiction,2021-12-15,https://image.tmdb.org/t/p/original/5weKu49pzJCt06OPpjvT80efnQj.jpg
299536,Avengers: Infinity War,Adventure|Action|Science Fiction,2018-04-25,https://image.tmdb.org/t/p/original/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg
1007826,The Underdoggs,Comedy,2024-01-25,https://image.tmdb.org/t/p/original/wj1VRcVsh39nkxLkZP8tuGd96tc.jpg
1061855,Richard the Stork and the Mystery of the Great Jewel,Animation|Adventure|Comedy|Family,2023-03-23,https://image.tmdb.org/t/p/original/i2ITl0QHxZ4S0u12NK7Ddtm463k.jpg
684684,Shortcut,Horror|Adventure|Fantasy,2020-09-25,https://image.tmdb.org/t/p/original/5XSbsZS5rQ4VvepXyMBqbpSi2mD.jpg
845861,State of Siege: Temple Attack,Action|Drama,2021-07-09,https://image.tmdb.org/t/p/original/ckghAN8FuYY2icUyJjVkKXiBrek.jpg
1053592,All the Names of God,Drama|Action|Thriller,2023-09-15,https://image.tmdb.org/t/p/original/n15gfcgwV0LVPSobrayZcFHcwN6.jpg
214756,Ted 2,Comedy|Fantasy,2015-06-25,https://image.tmdb.org/t/p/original/qMOt0uy1x49OBW0jzodgRM9waW0.jpg
1050035,Monster,Drama|Thriller,2023-06-02,https://image.tmdb.org/t/p/original/uCxeoP5DKOt5ovEsY4jerxwbcbe.jpg
753453,V/H/S/94,Horror,2021-09-26,https://image.tmdb.org/t/p/original/9fSogEkqDfJQTuGHsTFloQz3Tw8.jpg
1170824,American Star,Thriller|Mystery|Drama,2024-01-26,https://image.tmdb.org/t/p/original/l3UO18fD7rSPRw8AYB8d19zwxUb.jpg
915935,Anatomy of a Fall,Drama|Mystery|Crime,2023-08-13,https://image.tmdb.org/t/p/original/kQs6keheMwCxJxrzV83VUwFtHkB.jpg
118,Charlie and the Chocolate Factory,Adventure|Comedy|Family|Fantasy,2005-07-13,https://image.tmdb.org/t/p/original/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg
315162,Puss in Boots: The Last Wish,Adventure|Fantasy|Animation|Comedy|Family|Action,2022-12-07,https://image.tmdb.org/t/p/original/kuf6dutpsT0vSVehic3EZIqkOBt.jpg
877013,Hell Hath No Fury,Action|War,2021-11-05,https://image.tmdb.org/t/p/original/wltdRZfeKDux9yKThlGKwjWhUil.jpg
1026436,Miller's Girl,Drama|Thriller,2024-01-18,https://image.tmdb.org/t/p/original/aygFQeDmmtlArzo8epmsOg9mz9f.jpg
447365,Guardians of the Galaxy Vol. 3,Science Fiction|Adventure|Action,2023-05-03,https://image.tmdb.org/t/p/original/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg
893723,PAW Patrol: The Mighty Movie,Animation|Family|Action|Science Fiction|Comedy|Drama|Adventure,2023-09-21,https://image.tmdb.org/t/p/original/aTvePCU7exLepwg5hWySjwxojQK.jpg
779047,Us Again,Animation|Drama|Family,2021-03-05,https://image.tmdb.org/t/p/original/zKnenwvQB6xA4mxc8zxL2S8qVbR.jpg
798141,Doors,Science Fiction,2021-03-23,https://image.tmdb.org/t/p/original/pGPUXyhQTOqskKdDOD3Fmicqfc0.jpg
951546,Reign of Chaos,Action|Horror|Fantasy,2022-04-12,https://image.tmdb.org/t/p/original/nTMmpvR9TyV631tpFr4FtYxG0FC.jpg
361743,Top Gun: Maverick,Action|Drama,2022-05-24,https://image.tmdb.org/t/p/original/62HCnUTziyWcpDaBO2i1DX17ljH.jpg
9912,The World's Fastest Indian,Drama|Adventure|History,2005-10-12,https://image.tmdb.org/t/p/original/i7obsEYXjo725H9vneFqxxUiZw7.jpg
949567,The Exorcism of Hannah Stevenson,Fantasy|Horror,2022-03-14,https://image.tmdb.org/t/p/original/so05qY0sDY0348bRg0tK9tSnnEq.jpg
934194,Slash/Back,Science Fiction|Action|Thriller|Horror,2022-06-24,https://image.tmdb.org/t/p/original/fmmRFQtsRrNOpmcfoxVIyE1LxxT.jpg
829557,365 Days: This Day,Romance|Drama,2022-04-27,https://image.tmdb.org/t/p/original/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg
888001,River of Fear,Thriller|Mystery|Horror,2022-04-21,https://image.tmdb.org/t/p/original/8Q0sJtvbhkPJ1jXzvYW7qzgcupk.jpg
646749,Yu Pui Tsuen,,1986-12-12,https://image.tmdb.org/t/p/original/5fGULTfD8pcbI8N8YExRKgy4PGn.jpg
157336,Interstellar,Adventure|Drama|Science Fiction,2014-11-05,https://image.tmdb.org/t/p/original/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg
504148,The Serpent,Action,2021-01-28,https://image.tmdb.org/t/p/original/5OSfx8jJrjHWO9SU3Wtfd7Rs8PF.jpg
968051,The Nun II,Horror|Mystery|Thriller,2023-09-06,https://image.tmdb.org/t/p/original/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg
565770,Blue Beetle,Action|Science Fiction|Adventure,2023-08-16,https://image.tmdb.org/t/p/original/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg
672,Harry Potter and the Chamber of Secrets,Adventure|Fantasy,2002-11-13,https://image.tmdb.org/t/p/original/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg
920081,Megaboa,Action|Horror|Science Fiction,2021-11-26,https://image.tmdb.org/t/p/original/sAnAMv3eyQiGI1z2k8NsvH0Y6r5.jpg
79443,The Smurfs: A Christmas Carol,Comedy|Family|Animation,2011-12-02,https://image.tmdb.org/t/p/original/1gjT65lS29BbclJlmGvtwnT7hya.jpg
820525,After Everything,Romance|Drama,2023-09-13,https://image.tmdb.org/t/p/original/uQxjZGU6rxSPSMeAJPJQlmfV3ys.jpg
673593,Mean Girls,Comedy,2024-01-10,https://image.tmdb.org/t/p/original/fbbj3viSUDEGT1fFFMNpHP1iUjw.jpg
520758,Chicken Run: Dawn of the Nugget,Animation|Adventure|Comedy|Family,2023-12-08,https://image.tmdb.org/t/p/original/uR03YFvc7rZg8Yb1uOKekIS084A.jpg
889675,The Pod Generation,Science Fiction|Comedy|Romance|Drama,2023-08-11,https://image.tmdb.org/t/p/original/bJYYpb3dQUgJOavKUk8lkBFQhCS.jpg
729854,Concrete Utopia,Thriller|Science Fiction|Drama,2023-08-09,https://image.tmdb.org/t/p/original/4l68KHxnPSow8MvnGUpjqLzJtLJ.jpg
951491,Saw X,Horror|Thriller|Mystery,2023-09-27,https://image.tmdb.org/t/p/original/aQPeznSu7XDTrrdCtT5eLiu52Yu.jpg
673,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy,2004-05-31,https://image.tmdb.org/t/p/original/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg
928833,Craig Before the Creek,Animation|Family|TV Movie|Adventure|Comedy|Fantasy,2023-12-11,https://image.tmdb.org/t/p/original/4gDNAsYbCOP3z4xyM0IhbPl5Rq3.jpg
335977,Indiana Jones and the Dial of Destiny,Adventure|Action,2023-06-28,https://image.tmdb.org/t/p/original/Af4bXE63pVsb2FtbW8uYIyPBadD.jpg
565373,Koko-di Koko-da,Horror|Comedy|Fantasy,2019-08-23,https://image.tmdb.org/t/p/original/eNHpioGHmg1d8EFsEH0KAbRNUGm.jpg
930564,Saltburn,Drama|Comedy|Thriller,2023-11-16,https://image.tmdb.org/t/p/original/qjhahNLSZ705B5JP92YMEYPocPz.jpg
762430,Retribution,Action|Thriller|Crime,2023-08-23,https://image.tmdb.org/t/p/original/oUmmY7QWWn7OhKlcPOnirHJpP1F.jpg
859235,Coup de chance,Comedy|Drama|Romance,2023-09-15,https://image.tmdb.org/t/p/original/v1QBRNlQtNWsZrMo6rN2DCw017b.jpg
438631,Dune,Science Fiction|Adventure,2021-09-15,https://image.tmdb.org/t/p/original/d5NXSklXo0qyIYkgV94XAgMIckC.jpg
116776,Dragon Ball: Mystical Adventure,Action|Animation,1988-07-09,https://image.tmdb.org/t/p/original/5aXG0B3TYTpQsodXzvYCkKQfpB1.jpg
983507,Good Boy,Horror|Thriller,2022-06-03,https://image.tmdb.org/t/p/original/9DPG1gxLwV2oyFdHq3SnISsWbse.jpg
20352,Despicable Me,Family|Animation|Comedy,2010-07-08,https://image.tmdb.org/t/p/original/9lOloREsAhBu0pEtU0BgeR1rHyo.jpg
414906,The Batman,Crime|Mystery|Thriller,2022-03-01,https://image.tmdb.org/t/p/original/74xTEgt7R36Fpooo50r9T25onhq.jpg
786573,HellKat,Action|Thriller|Horror,2021-02-02,https://image.tmdb.org/t/p/original/sNUQVeU78lVomwC7bR8SyCRnjdg.jpg
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure|Family|Fantasy,2005-12-07,https://image.tmdb.org/t/p/original/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg
566810,The Dark Kingdom,Fantasy|Adventure|Science Fiction|Action,2018-11-26,https://image.tmdb.org/t/p/original/4kWGZYrTqBRsPIsnZmV3DzJtTi9.jpg
447277,The Little Mermaid,Adventure|Family|Fantasy|Romance,2023-05-18,https://image.tmdb.org/t/p/original/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg
968868,Pretty Guardian Sailor Moon Cosmos The Movie,Animation,2023-06-09,https://image.tmdb.org/t/p/original/7fwVpF5gXnFkfM5FyhFRMt199n2.jpg
